report_date,group,producer,brand,tonnes,thou_rub
2023-07-01,Группа 2,Производитель 20,Бренд 3,977.03,104.21
2023-08-01,Группа 2,Производитель 10,Бренд 7,528.2,879.07
2023-09-01,Группа 2,Производитель 3,Бренд 24,181.43,587.9
2023-10-01,Группа 2,Производитель 15,Бренд 6,310.71,357.69
2023-11-01,Группа 2,Производитель 24,Бренд 4,316.56,357.93
2023-12-01,Группа 2,Производитель 2,Бренд 24,438.15,879.67
2024-01-01,Группа 2,Производитель 10,Бренд 12,797.21,155.44
2024-02-01,Группа 2,Производитель 6,Бренд 1,930.25,478.18
2024-03-01,Группа 2,Производитель 23,Бренд 11,466.7,758.96
2024-04-01,Группа 2,Производитель 5,Бренд 19,396.84,166.58
2024-05-01,Группа 2,Производитель 22,Бренд 4,313.27,266.27
2024-06-01,Группа 2,Производитель 24,Бренд 14,752.36,497.27
2023-01-01,Группа 2,Производитель 20,Бренд 4,351.15,962.7
2023-02-01,Группа 2,Производитель 2,Бренд 10,753.84,799.96
2023-03-01,Группа 2,Производитель 3,Бренд 11,710.83,282.5
2023-04-01,Группа 2,Производитель 6,Бренд 6,600.95,224.99
2023-05-01,Группа 2,Производитель 23,Бренд 8,438.85,761.9
2023-06-01,Группа 2,Производитель 1,Бренд 13,341.55,769.75
2023-07-01,Группа 2,Производитель 16,Бренд 13,523.02,982.0
2023-08-01,Группа 2,Производитель 16,Бренд 5,461.05,954.46
2023-09-01,Группа 2,Производитель 9,Бренд 14,574.44,560.89
2023-10-01,Группа 2,Производитель 16,Бренд 23,884.12,206.72
2023-11-01,Группа 2,Производитель 1,Бренд 18,546.43,453.65
2023-12-01,Группа 2,Производитель 9,Бренд 22,146.13,150.2
2024-01-01,Группа 2,Производитель 19,Бренд 15,479.38,615.81
2024-02-01,Группа 2,Производитель 1,Бренд 21,570.66,780.67
2024-03-01,Группа 2,Производитель 15,Бренд 12,921.32,411.32
2024-04-01,Группа 2,Производитель 11,Бренд 24,686.09,208.08
2024-05-01,Группа 2,Производитель 22,Бренд 14,552.93,231.49
2024-06-01,Группа 2,Производитель 5,Бренд 17,543.87,750.87
2023-01-01,Группа 2,Производитель 23,Бренд 17,196.66,402.26
2023-02-01,Группа 2,Производитель 11,Бренд 11,190.95,528.18
2023-03-01,Группа 2,Производитель 15,Бренд 7,871.1,487.14
2023-04-01,Группа 2,Производитель 9,Бренд 11,498.89,618.03
2023-05-01,Группа 2,Производитель 18,Бренд 18,331.83,552.28
2023-06-01,Группа 2,Производитель 6,Бренд 10,766.64,455.48
2023-07-01,Группа 2,Производитель 17,Бренд 17,464.36,559.6
2023-08-01,Группа 2,Производитель 21,Бренд 19,337.72,834.58
2023-09-01,Группа 2,Производитель 14,Бренд 16,704.38,395.14
2023-10-01,Группа 2,Производитель 17,Бренд 17,298.42,104.27
2023-11-01,Группа 2,Производитель 12,Бренд 7,723.52,980.7
2023-12-01,Группа 2,Производитель 12,Бренд 4,287.48,531.21
2024-01-01,Группа 2,Производитель 12,Бренд 8,635.47,748.66
2024-02-01,Группа 2,Производитель 10,Бренд 10,741.0,283.91
2024-03-01,Группа 2,Производитель 22,Бренд 17,483.91,174.89
2024-04-01,Группа 2,Производитель 3,Бренд 6,567.79,731.46
2024-05-01,Группа 2,Производитель 24,Бренд 2,951.37,597.9
2024-06-01,Группа 2,Производитель 15,Бренд 15,476.43,491.34
2023-05-01,Группа 2,Производитель 8,Бренд 8,610.94,787.73
2023-06-01,Группа 2,Производитель 13,Бренд 23,936.28,457.72
2023-07-01,Группа 2,Производитель 14,Бренд 10,180.16,175.84
2023-01-01,Группа 2,Производитель 22,Бренд 18,386.55,999.04
2023-02-01,Группа 2,Производитель 21,Бренд 4,238.76,750.84
2023-03-01,Группа 2,Производитель 24,Бренд 9,706.99,275.11
2023-04-01,Группа 2,Производитель 3,Бренд 16,285.87,448.8
2023-05-01,Группа 2,Производитель 20,Бренд 20,600.86,618.11
2023-06-01,Группа 2,Производитель 24,Бренд 24,740.42,240.57
2023-07-01,Группа 2,Производитель 21,Бренд 1,855.81,390.36
2023-08-01,Группа 2,Производитель 7,Бренд 23,603.97,233.24
2023-09-01,Группа 2,Производитель 12,Бренд 8,632.42,203.11
2023-10-01,Группа 2,Производитель 18,Бренд 2,337.82,716.27
2023-11-01,Группа 2,Производитель 9,Бренд 12,422.43,360.62
2023-12-01,Группа 2,Производитель 8,Бренд 13,311.44,928.63
2024-01-01,Группа 2,Производитель 12,Бренд 17,477.78,186.88
2024-02-01,Группа 2,Производитель 21,Бренд 9,556.39,808.95
2024-03-01,Группа 2,Производитель 13,Бренд 12,372.21,243.77
2024-04-01,Группа 2,Производитель 11,Бренд 24,502.96,272.85
2024-05-01,Группа 2,Производитель 20,Бренд 8,119.12,758.75
2024-06-01,Группа 2,Производитель 3,Бренд 16,211.27,218.38
2023-01-01,Группа 2,Производитель 4,Бренд 18,612.41,722.37
2023-02-01,Группа 2,Производитель 7,Бренд 20,448.96,755.77
2023-03-01,Группа 2,Производитель 15,Бренд 23,539.44,867.62
2023-04-01,Группа 2,Производитель 9,Бренд 1,677.21,888.42
2023-05-01,Группа 2,Производитель 22,Бренд 9,564.95,615.4
2023-06-01,Группа 2,Производитель 11,Бренд 14,493.61,729.56
2023-07-01,Группа 2,Производитель 6,Бренд 11,117.41,408.21
2023-08-01,Группа 2,Производитель 12,Бренд 6,832.25,350.83
2023-09-01,Группа 2,Производитель 7,Бренд 16,592.58,783.79
2023-10-01,Группа 2,Производитель 24,Бренд 10,238.73,160.51
2023-11-01,Группа 2,Производитель 21,Бренд 7,321.6,851.17
2023-12-01,Группа 2,Производитель 18,Бренд 12,946.19,544.89
2024-01-01,Группа 2,Производитель 16,Бренд 4,745.23,249.88
2024-02-01,Группа 2,Производитель 1,Бренд 17,782.95,320.12
2024-03-01,Группа 2,Производитель 24,Бренд 15,528.46,321.18
2024-04-01,Группа 2,Производитель 16,Бренд 10,389.34,130.39
2024-05-01,Группа 2,Производитель 16,Бренд 9,647.35,312.4
2024-06-01,Группа 2,Производитель 14,Бренд 20,211.34,970.81
2023-01-01,Группа 2,Производитель 23,Бренд 24,918.19,476.93
2023-02-01,Группа 2,Производитель 9,Бренд 9,798.88,922.85
2023-03-01,Группа 2,Производитель 20,Бренд 20,483.62,879.52
2023-04-01,Группа 2,Производитель 23,Бренд 6,615.32,207.95
2023-05-01,Группа 2,Производитель 17,Бренд 4,374.51,594.14
2023-06-01,Группа 2,Производитель 22,Бренд 12,996.76,535.76
2023-07-01,Группа 2,Производитель 5,Бренд 14,478.42,171.81
2023-08-01,Группа 2,Производитель 3,Бренд 22,631.06,751.82
2023-09-01,Группа 2,Производитель 6,Бренд 12,545.43,391.44
2023-10-01,Группа 2,Производитель 4,Бренд 24,398.31,685.85
2023-11-01,Группа 2,Производитель 21,Бренд 22,633.0,771.1
2023-12-01,Группа 2,Производитель 10,Бренд 3,163.89,744.24
2024-01-01,Группа 2,Производитель 9,Бренд 9,791.55,709.74
2024-02-01,Группа 2,Производитель 19,Бренд 4,185.11,377.74
2024-03-01,Группа 2,Производитель 17,Бренд 18,493.18,668.19
2024-04-01,Группа 2,Производитель 24,Бренд 2,976.16,743.02
2024-05-01,Группа 2,Производитель 11,Бренд 4,622.92,549.89
2024-06-01,Группа 2,Производитель 1,Бренд 4,889.26,696.95
2023-01-01,Группа 2,Производитель 12,Бренд 23,243.38,893.61
2023-02-01,Группа 2,Производитель 3,Бренд 22,138.95,294.77
2023-03-01,Группа 2,Производитель 1,Бренд 14,839.24,222.31
2023-04-01,Группа 2,Производитель 9,Бренд 18,958.7,493.51
2023-05-01,Группа 2,Производитель 20,Бренд 7,686.02,870.18
2023-06-01,Группа 2,Производитель 4,Бренд 19,758.76,395.41
2023-07-01,Группа 2,Производитель 8,Бренд 19,759.0,990.84
2023-08-01,Группа 2,Производитель 14,Бренд 19,747.34,373.07
2023-09-01,Группа 2,Производитель 9,Бренд 12,572.63,956.88
2023-10-01,Группа 2,Производитель 5,Бренд 8,411.0,890.2
2023-11-01,Группа 2,Производитель 2,Бренд 17,475.59,662.7
2023-12-01,Группа 2,Производитель 19,Бренд 10,820.45,808.38
2024-01-01,Группа 2,Производитель 15,Бренд 14,757.93,283.72
2024-02-01,Группа 2,Производитель 10,Бренд 9,101.91,183.87
2024-03-01,Группа 2,Производитель 19,Бренд 14,423.65,106.43
2024-04-01,Группа 2,Производитель 11,Бренд 13,456.1,217.66
2024-05-01,Группа 2,Производитель 13,Бренд 19,424.14,631.78
2024-06-01,Группа 2,Производитель 20,Бренд 2,221.76,134.5
2023-01-01,Группа 2,Производитель 12,Бренд 1,345.21,179.62
2023-02-01,Группа 2,Производитель 15,Бренд 13,625.75,648.68
2023-03-01,Группа 2,Производитель 19,Бренд 19,296.43,716.5
2023-04-01,Группа 2,Производитель 13,Бренд 11,233.91,281.08
2023-05-01,Группа 2,Производитель 3,Бренд 14,200.45,850.95
2023-06-01,Группа 2,Производитель 2,Бренд 14,876.86,214.37
2023-07-01,Группа 2,Производитель 13,Бренд 9,649.34,743.97
2023-08-01,Группа 2,Производитель 6,Бренд 23,486.85,308.81
2023-09-01,Группа 2,Производитель 18,Бренд 8,449.69,909.69
2023-10-01,Группа 2,Производитель 11,Бренд 23,747.17,842.91
2023-11-01,Группа 2,Производитель 9,Бренд 9,282.18,924.91
2023-12-01,Группа 2,Производитель 21,Бренд 10,514.54,509.02
2024-01-01,Группа 2,Производитель 22,Бренд 12,511.77,884.06
2024-02-01,Группа 2,Производитель 1,Бренд 3,343.72,784.27
2024-03-01,Группа 2,Производитель 11,Бренд 4,310.4,963.53
2024-04-01,Группа 2,Производитель 13,Бренд 24,763.9,564.29
2024-05-01,Группа 2,Производитель 3,Бренд 14,829.21,831.99
2024-06-01,Группа 2,Производитель 23,Бренд 4,847.08,212.84
2023-01-01,Группа 2,Производитель 24,Бренд 22,225.3,230.39
2023-02-01,Группа 2,Производитель 24,Бренд 22,494.95,154.46
2023-03-01,Группа 2,Производитель 11,Бренд 15,157.12,221.25
